num_transactions,quantity,total_revenue,profit_margin,CLTV
65.0,652,1098.6000000000001,109.86000000000001,1087.3170810810786
172.0,2596,5231.800000000001,523.1800000000002,11823.616940709431
165.0,1793,2622.39,262.239,6195.431812702685
92.0,2025,3340.0299999999997,334.003,10050.270631441412
91.0,1147,1741.4099999999999,174.141,2731.9898991891814
77.0,584,1345.21,134.52100000000002,1630.261210900897
41.0,612,1129.3000000000002,112.93000000000002,1148.9355765765738
294.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
173.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
11.0,117,256.4,25.64,59.22609009008992
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
108.0,1801,5059.319999999999,505.9319999999999,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
70.0,532,1103.4300000000003,110.34300000000003,1096.898887297295
112.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
16.0,211,509.01000000000005,50.90100000000001,233.41547756756697
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
98.0,1180,2906.8500000000004,290.68500000000006,7612.411641891875
72.0,484,1158.18,115.81800000000001,1208.4512724324295
32.0,331,859.1999999999999,85.92,665.0672432432415
22.0,242,347.1,34.71,108.53910810810783
12.0,182,172.06,17.206,26.670850090090017
21.0,182,485.31,48.531000000000006,212.18540189189136
176.0,1153,5005.46,500.54600000000005,11823.616940709431
24.0,206,434.98,43.498000000000005,170.45729765765722
57.0,351,1002.3100000000001,100.23100000000001,905.0678703603583
26.0,190,476.49,47.649,204.54299108108057
22.0,243,449.4500000000001,44.945000000000014,181.9867590090086
201.0,2282,4835.889999999999,483.58899999999994,11823.616940709431
37.0,442,688.2,68.82000000000001,426.6839999999989
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
22.0,185,430.57,43.057,167.01849090090045
43.0,473,707.0899999999999,70.70899999999999,450.42907036035905
40.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
227.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
125.0,1633,3181.04,318.10400000000004,9116.23016360358
84.0,1094,2995.91,299.591,8086.0150703603385
84.0,986,1777.4899999999998,177.749,2846.370000090082
23.0,258,454.3599999999999,45.43599999999999,185.98469333333276
18.0,170,326.65,32.665,96.12632657657632
35.0,287,826.88,82.688,615.9734544144128
62.0,536,1189.5900000000001,118.95900000000002,1274.8868181081052
83.0,776,1344.7800000000002,134.47800000000004,1629.219142702699
29.0,112,1212.05,121.205,1323.4821644144106
47.0,479,742.19,74.21900000000001,496.2576541441429
1.0,1,56.73,5.673,2.899362972972965
9.0,129,132.8,13.280000000000001,15.888144144144103
150.0,2201,3670.74,367.074,11823.616940709431
76.0,2552,3070.54,307.05400000000003,8493.888190630609
23.0,95,211.95,21.195,40.470993243243136
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
168.0,2439,3938.55,393.855,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
61.0,771,1149.64,114.96400000000001,1190.6956122522495
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
36.0,236,680.9900000000001,68.09900000000002,417.79043252252166
31.0,385,527.2,52.720000000000006,250.39625225225166
242.0,2952,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
204.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
139.0,2172,5120.58,512.058,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
34.0,414,708.1000000000001,70.81000000000002,451.7167657657647
49.0,523,1037.2800000000002,103.72800000000002,969.3241427027004
2.0,174,285.29999999999995,28.529999999999998,73.3298108108106
55.0,529,1298.6600000000003,129.86600000000004,1519.3854014414383
15.0,105,334.92999999999995,33.492999999999995,101.06135576576547
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
26.0,260,460.40000000000003,46.040000000000006,190.96230630630586
42.0,444,715.21,71.521,460.8336433333321
22.0,207,433.74,43.374,169.4868356756752
111.0,988,1872.8699999999997,187.28699999999998,3160.0378710810714
17.0,130,357.4,35.74,115.07636036036004
13.0,33,54.09,5.409000000000001,2.6357910810810754
57.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
23.0,159,403.7,40.370000000000005,146.8231441441438
27.0,302,393.71999999999997,39.372,139.65354810810774
146.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
149.0,1783,2169.3900000000003,216.93900000000005,4239.867542432423
147.0,820,3723.87,372.387,11823.616940709431
2.0,561,1126.0,112.60000000000001,1142.2306306306275
20.0,458,779.0500000000001,77.90500000000002,546.7737860360346
42.0,324,955.1999999999999,95.52,821.988324324322
23.0,23,73.50000000000001,7.350000000000001,4.866891891891881
49.0,1256,1844.06,184.406,3063.565120360352
69.0,272,398.27,39.827,142.8999936036032
7.0,55,176.5,17.650000000000002,28.065090090090024
145.0,2049,5178.02,517.802,11823.616940709431
190.0,1753,3084.0200000000004,308.40200000000004,8568.630054414394
34.0,99,138.03,13.803,17.16421702702698
35.0,462,612.2900000000001,61.22900000000001,337.74688657657583
84.0,840,1597.7600000000002,159.77600000000004,2299.8531690090035
16.0,131,383.70000000000005,38.370000000000005,132.63575675675645
74.0,1952,2648.6200000000003,264.862,6319.989103063047
284.0,1371,2502.84,250.28400000000002,5643.430689729716
124.0,1318,2056.89,205.689,3811.5283532432327
40.0,395,726.54,72.654,475.549884324323
152.0,1439,2634.26,263.42600000000004,6251.644817657643
38.0,309,599.68,59.967999999999996,323.9784706306298
12.0,194,192.72000000000003,19.272000000000006,33.46035891891884
250.0,2275,4372.15,437.215,11823.616940709431
240.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
60.0,509,973.7300000000001,97.37300000000002,854.1892909008989
71.0,632,1316.6600000000003,131.66600000000003,1561.7959960360324
32.0,526,735.51,73.551,487.3648289189177
92.0,756,1933.4800000000002,193.34800000000004,3367.8782976576504
21.0,192,316.47999999999996,31.647999999999996,90.23386522522496
158.0,2713,3759.26,375.92600000000004,11823.616940709431
127.0,1119,1933.2,193.32000000000002,3366.9029189189105
16.0,153,349.83000000000004,34.983000000000004,110.25317918918891
72.0,704,1367.89,136.78900000000002,1685.6964433333292
63.0,651,1089.18,108.918,1068.7505156756731
34.0,219,716.35,71.635,462.30389414414293
261.0,2803,5244.581250000001,524.4581250000001,11823.616940709431
43.0,449,732.94,73.29400000000001,483.964904144143
34.0,336,640.4499999999999,64.045,369.52811036035934
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
52.0,680,981.1800000000002,98.11800000000002,867.3100832432413
39.0,522,481.88,48.188,209.1966976576571
43.0,688,980.25,98.025,865.6667229729708
19.0,136,372.70000000000005,37.27,125.1399009009006
50.0,523,1000.39,100.039,901.6037406306281
69.0,633,1161.5,116.15,1215.389414414411
21.0,309,383.5799999999999,38.358,132.55280756756716
5.0,49,95.19999999999999,9.52,8.164900900900877
49.0,1366,1575.6799999999998,157.56799999999998,2236.727443603597
57.0,569,964.83,96.483,838.6458818918898
10.0,100,168.0,16.8,25.427027027026963
20.0,88,437.82,43.782000000000004,172.6904075675671
238.0,2325,4608.75,460.875,11823.616940709431
26.0,240,468.5,46.85,197.74076576576525
1.0,1,129.23,12.923,15.045399009008966
121.0,358,603.7099999999999,60.370999999999995,328.3475352252243
58.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
11.0,196,269.96000000000004,26.996000000000006,65.6562176576575
21.0,283,561.7099999999999,56.17099999999999,284.2505622522514
105.0,1110,2134.01,213.40100000000004,4102.701513603594
16.0,177,238.85,23.885,51.3957860360359
207.0,2327,4966.92,496.692,11823.616940709431
13.0,113,249.24,24.924000000000003,55.96448432432419
21.0,133,456.90000000000003,45.690000000000005,188.06991891891846
9.0,80,145.92000000000002,14.592000000000002,19.18256432432428
19.0,265,351.65,35.165,111.40335360360329
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
5.0,48,70.0,7.0,4.414414414414403
188.0,1801,4124.6900000000005,412.46900000000005,11823.616940709431
1.0,1,77.52,7.752,5.413829189189174
34.0,523,519.61,51.961000000000006,243.23833522522463
60.0,452,1020.42,102.042,938.0693481081055
119.0,479,717.4100000000002,71.74100000000003,463.6730703603595
11.0,61,218.45000000000002,21.845000000000002,42.99135360360349
38.0,315,622.8199999999999,62.282,349.46374090089995
142.0,1494,2142.72,214.272,4136.260358918907
302.0,1197,1653.75,165.375,2463.864020270263
172.0,2380,4642.450000000001,464.2450000000001,11823.616940709431
29.0,285,440.41999999999996,44.042,174.74754630630582
58.0,569,1052.9,105.29000000000002,998.7373063063039
15.0,161,197.70999999999998,19.771,35.215535225225125
103.0,985,1980.4,198.04000000000002,3533.319063063054
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
96.0,416,2338.1500000000005,233.81500000000005,4925.176056306295
87.0,1279,2040.0999999999997,204.01,3749.5567657657557
94.0,687,2062.67,206.26700000000002,3832.979755765757
4.0,51,144.0,14.4,18.681081081081032
46.0,438,958.7800000000001,95.87800000000001,828.161340900899
180.0,1764,4695.66,469.56600000000003,11823.616940709431
68.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
69.0,677,1352.15,135.215,1647.1257860360317
81.0,1875,2582.66,258.266,6009.128536576561
21.0,206,418.0999999999999,41.809999999999995,157.48433333333284
199.0,2768,5090.110000000001,509.0110000000001,11823.616940709431
19.0,271,299.02000000000004,29.902000000000005,80.55221657657638
27.0,474,618.27,61.827,344.376389999999
206.0,2236,3811.2199999999993,381.12199999999996,11823.616940709431
206.0,2906,4534.09,453.40900000000005,11823.616940709431
133.0,2189,2296.7199999999993,229.67199999999994,4752.18266522521
132.0,1414,5043.92,504.39200000000005,11823.616940709431
34.0,290,681.26,68.126,418.1217906306295
12.0,162,153.12,15.312000000000001,21.122283243243185
2.0,63,739.1999999999999,73.92,492.2672432432419
16.0,201,254.17999999999998,25.418,58.20493009008993
76.0,929,1232.95,123.29500000000002,1369.5186509008977
1.0,1,21.0,2.1,0.39729729729729624
101.0,1228,1579.51,157.95100000000002,2247.6142703603546
16.0,323,415.78999999999996,41.579,155.74894063063022
175.0,1553,3435.8600000000006,343.58600000000007,10635.255801441419
106.0,1049,2099.54,209.954,3971.232623063052
65.0,846,1193.32,119.332,1282.8942544144109
19.0,262,704.04,70.404,446.5516410810799
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
20.0,76,315.59999999999997,31.56,89.7327567567565
270.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
54.0,498,1131.1,113.11,1152.601090090087
42.0,213,355.53000000000003,35.553000000000004,113.87529810810781
11.0,96,177.31,17.731,28.323275765765693
100.0,3155,3781.379999999999,378.1379999999999,11823.616940709431
92.0,1181,1339.41,133.941,1616.2334667567527
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
11.0,69,180.09999999999997,18.009999999999998,29.221630630630546
173.0,1971,3747.84,374.78400000000005,11823.616940709431
38.0,355,641.13,64.113,370.3132224324315
183.0,3155,5164.879999999999,516.4879999999999,11823.616940709431
294.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
230.0,2752,4478.530000000001,447.85300000000007,11823.616940709431
41.0,448,786.4599999999999,78.646,557.2246230630616
45.0,722,1558.2199999999998,155.822,2187.4320436035973
64.0,548,1270.88,127.08800000000002,1455.0774544144108
183.0,1607,3481.5699999999997,348.157,10920.116815225194
35.0,694,804.88,80.488,583.6322652252236
306.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
20.0,337,490.0,49.0,216.30630630630571
179.0,1949,2930.4100000000003,293.04100000000005,7736.308800090072
1.0,1,141.0,14.100000000000001,17.910810810810766
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
48.0,663,921.49,92.149,764.9944325225204
64.0,631,1312.37,131.237,1551.635150360356
53.0,311,1174.58,117.458,1242.9172760360325
10.0,72,185.9,18.59,31.13406306306298
47.0,552,1013.26,101.32600000000001,924.9511960360337
52.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
111.0,1032,1918.49,191.84900000000002,3315.859351441432
160.0,2125,3539.3,353.93000000000006,11285.265306306277
45.0,897,1346.97,134.697,1634.5298927026981
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
65.0,518,1112.0,111.2,1114.0036036036006
118.0,1959,2294.65,229.46500000000003,4743.6203806306185
20.0,254,314.44,31.444000000000003,89.07433657657634
30.0,265,377.75,37.775,128.55411036036003
51.0,536,1017.03,101.703,931.8468656756731
86.0,1681,4160.83,416.083,11823.616940709431
38.0,264,601.9799999999999,60.19799999999999,326.4683967567558
16.0,80,261.35,26.135000000000005,61.53497522522508
247.0,2860,5244.581250000001,524.4581250000001,11823.616940709431
47.0,1044,1643.18,164.318,2432.4689300900845
36.0,320,686.05,68.605,424.02216441441334
5.0,105,91.68,9.168000000000001,7.572272432432414
13.0,127,245.10000000000002,24.510000000000005,54.12072972972961
11.0,216,162.00000000000003,16.200000000000003,23.643243243243187
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
10.0,181,239.4,23.94,51.63275675675663
45.0,1495,5244.581250000001,524.4581250000001,11823.616940709431
17.0,165,313.6,31.360000000000003,88.59906306306283
31.0,370,1248.42,124.84200000000001,1404.1013481081047
33.0,395,620.1300000000001,62.01300000000001,346.451546756756
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
101.0,1115,2744.03,274.403,6783.514090900884
115.0,1627,3760.29,376.029,11823.616940709431
45.0,1460,2622.481,262.2481,6195.861797622508
22.0,138,437.04999999999995,43.705,172.08351576576527
74.0,700,1230.02,123.00200000000001,1363.0172976576541
83.0,1133,1970.6000000000001,197.06000000000003,3498.436360360351
113.0,337,958.5000000000001,95.85000000000002,827.6777027027008
107.0,1867,2843.09,284.309,7282.126800090072
21.0,176,395.1,39.510000000000005,140.63424324324288
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
48.0,554,1113.02,111.302,1116.0482165765736
53.0,444,880.8100000000002,88.08100000000002,698.9425730630614
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
105.0,1985,2283.63,228.36300000000003,4698.167546756745
157.0,1523,2863.08,286.308,7384.889267027006
14.0,214,178.28,17.828,28.6340165765765
126.0,1403,2138.9099999999994,213.89099999999996,4121.563953243231
171.0,3028,4873.8099999999995,487.381,11823.616940709431
72.0,628,1247.61,124.761,1402.279920810807
16.0,106,389.01,38.901,136.33223432432396
39.0,445,1170.4,117.04000000000002,1234.0866306306275
13.0,36,110.95,11.095,11.090002252252225
79.0,536,1703.0200000000002,170.30200000000002,2612.8622706306246
83.0,1355,1843.35,184.335,3061.2065067567487
59.0,454,1407.12,140.712,1783.7717967567519
49.0,564,851.91,85.191,653.829412702701
41.0,508,957.5899999999999,95.759,826.106854144142
16.0,111,339.75,33.975,103.99104729729702
41.0,373,638.11,63.81100000000001,366.83276765765675
268.0,2967,4939.99,493.999,11823.616940709431
147.0,1727,2446.41,244.641,5391.821520810797
12.0,53,219.0,21.900000000000002,43.20810810810799
74.0,595,1006.53,100.653,912.7050818918893
88.0,1006,2340.8399999999997,234.08399999999997,4936.515230270256
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
33.0,256,603.42,60.342,328.03215891891807
310.0,2521,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
77.0,851,1149.0200000000002,114.90200000000003,1189.4116760360334
60.0,770,1339.0499999999997,133.90499999999997,1615.364777027022
276.0,2349,5244.581250000001,524.4581250000001,11823.616940709431
38.0,508,848.5500000000001,84.85500000000002,648.6820743243228
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
21.0,197,353.85999999999996,35.385999999999996,112.80801765765733
69.0,708,1053.4900000000002,105.34900000000003,999.8569190090068
71.0,600,1308.91,130.89100000000002,1543.4643136035997
19.0,203,238.25,23.825000000000003,51.13789414414401
39.0,374,644.95,64.495,374.7391914414405
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
239.0,2655,4013.08,401.308,11823.616940709431
53.0,566,997.6300000000001,99.76300000000002,896.6356909008987
69.0,434,725.07,72.507,473.62748189189074
129.0,1379,2317.52,231.752,4838.647703063051
130.0,1306,2694.5600000000004,269.4560000000001,6541.129363603589
179.0,3155,4014.6,401.46000000000004,11823.616940709431
203.0,2832,5244.581250000001,524.4581250000001,11823.616940709431
61.0,543,1070.17,107.01700000000001,1031.7692152252225
26.0,233,453.01000000000005,45.30100000000001,184.8811352252248
47.0,234,829.2500000000001,82.92500000000001,619.5095157657644
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
12.0,111,236.26000000000005,23.626000000000005,50.287196036035915
157.0,896,2424.87,242.487,5297.292357567553
19.0,265,639.65,63.965,368.6055157657648
43.0,368,779.57,77.95700000000001,547.503950360359
4.0,173,234.00000000000003,23.400000000000006,49.329729729729614
2.0,2,3710.5,371.05,11823.616940709431
22.0,296,310.7,31.07,86.96800900900878
89.0,951,2726.7299999999996,272.67299999999994,6698.249092702682
27.0,342,427.59999999999997,42.76,164.72230630630585
16.0,214,406.07,40.607,148.55211252252212
67.0,1359,1201.5200000000002,120.15200000000003,1300.5858652252225
134.0,319,546.4300000000001,54.64300000000001,268.99616657657594
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
23.0,468,925.4100000000001,92.54100000000001,771.5168181081062
17.0,97,254.55,25.455000000000002,58.3745067567566
257.0,2758,5244.581250000001,524.4581250000001,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
323.5,2360,5244.581250000001,524.4581250000001,11823.616940709431
15.0,137,275.88,27.588,68.56736432432415
62.0,189,268.27,26.826999999999998,64.83675036036018
53.0,2262,4366.780000000001,436.6780000000001,11823.616940709431
197.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
63.0,3155,3010.7400000000002,301.074,8166.266078918898
64.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
4.0,144,112.08000000000001,11.208000000000002,11.317050810810784
323.5,2402,5244.581250000001,524.4581250000001,11823.616940709431
313.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
302.0,3155,5020.74,502.074,11823.616940709431
21.0,198,347.8,34.78,108.97733333333306
27.0,281,782.9499999999999,78.295,552.2618941441426
69.0,1227,1898.5200000000004,189.85200000000006,3247.1875589189117
34.0,512,814.1600000000001,81.41600000000001,597.1680230630616
45.0,386,1693.88,169.38800000000003,2584.8914003603545
68.0,1009,1404.58,140.458,1777.3378165765716
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
43.0,598,949.82,94.98200000000001,812.7549841441421
10.0,102,168.69000000000003,16.869000000000003,25.63632081081075
32.0,356,1143.6,114.36,1178.2170810810776
28.0,1843,3246.45,324.645,9494.988831081055
15.0,104,282.3,28.230000000000004,71.79575675675657
55.0,556,892.4700000000001,89.24700000000001,717.570000810809
6.0,109,124.25,12.425,13.908164414414376
6.0,53,98.7,9.870000000000001,8.776297297297273
81.0,1083,1686.1200000000001,168.61200000000002,2561.2618508108044
4.0,46,55.5,5.550000000000001,2.774999999999993
26.0,458,519.45,51.94500000000001,243.0885608108102
114.0,1735,1775.6799999999998,177.56799999999998,2840.5760922522445
277.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
20.0,285,337.3999999999999,33.739999999999995,102.55744144144113
25.0,671,826.74,82.674,615.7648897297282
227.0,2017,4618.24,461.824,11823.616940709431
84.0,624,2225.91,222.591,4463.671466756745
131.0,882,1804.75,180.47500000000002,2934.344650900893
56.0,453,1100.4,110.04000000000002,1090.8830270270246
18.0,324,728.5000000000001,72.85000000000001,478.11914414414304
44.0,510,862.1799999999998,86.21799999999999,669.6886057657638
26.0,194,444.9,44.49,178.32072972972927
8.0,36,273.35,27.335000000000004,67.3155157657656
37.0,306,591.85,59.185,315.57335360360275
30.0,450,1056.1100000000001,105.61100000000002,1004.8363352252228
47.0,394,827.0099999999998,82.70099999999998,616.1671532432413
51.0,526,1017.33,101.733,932.3966927027005
45.0,592,860.41,86.041,666.9417730630612
14.0,68,430.48,43.048,166.9486760360356
7.0,182,381.0,38.1,130.77567567567533
43.0,333,806.11,80.611,585.4174163063049
33.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
15.0,137,219.35000000000002,21.935000000000002,43.346326576576466
34.0,284,584.25,58.425000000000004,307.5207770270262
50.0,505,1071.8200000000002,107.18200000000002,1034.953254414412
138.0,1972,2416.42,241.64200000000002,5260.437492252238
55.0,872,1092.8100000000002,109.28100000000002,1075.8862127027
67.0,271,327.02,32.702,96.34421657657631
58.0,593,1434.9499999999998,143.49499999999998,1855.028380630625
67.0,2087,2878.96,287.896,7467.03665009007
16.0,145,330.35,33.035000000000004,98.31632657657633
54.0,375,906.1000000000001,90.61000000000001,739.6551441441424
81.0,518,1755.94,175.59400000000002,2777.7705257657585
32.0,389,534.99,53.499,257.8507208108101
56.0,435,1033.9,103.39000000000001,963.0173063063041
15.0,164,229.64,22.964,47.5085852252251
45.0,1141,1687.8,168.78,2566.368324324317
2.0,49,125.92,12.592,14.284546306306268
47.0,379,1063.46,106.346,1018.8713257657632
29.0,128,572.2,57.220000000000006,294.9665225225218
25.0,219,690.98,69.098,430.1381625225214
14.0,929,1542.08,154.208,2142.35200576576
19.0,344,540.52,54.052,263.20889225225153
159.0,1964,2689.5200000000004,268.95200000000006,6516.682730090075
13.0,162,220.79999999999998,22.08,43.92129729729719
46.0,550,948.8800000000002,94.88800000000003,811.1470760360344
18.0,930,5244.581250000001,524.4581250000001,11823.616940709431
25.0,232,397.11999999999995,39.711999999999996,142.0759409009005
24.0,139,518.63,51.863,242.32169090090022
166.0,1995,2955.75,295.575,7870.682939189167
25.0,197,430.15,43.015,166.69281306306263
56.0,494,1018.71,101.87100000000001,934.9279856756733
19.0,550,385.3,38.53,133.74422522522488
38.0,3155,5244.581250000001,524.4581250000001,11823.616940709431
22.0,303,451.11,45.111000000000004,183.33354243243193
27.0,195,383.03000000000003,38.303000000000004,132.17295576576544
24.0,156,417.38,41.738,156.94240036035993
18.0,110,312.38,31.238,87.91104900900876
323.5,2357,5244.581250000001,524.4581250000001,11823.616940709431
323.5,2236,5244.581250000001,524.4581250000001,11823.616940709431
92.0,209,688.4100000000001,68.84100000000001,426.94443972972874
323.5,1845,3398.4799999999996,339.84799999999996,10405.104784144114
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
176.0,2258,4041.97,404.197,11823.616940709431
323.5,3155,5244.581250000001,524.4581250000001,11823.616940709431
48.0,887,1917.9900000000002,191.79900000000004,3314.131207297289
221.0,3031,5244.581250000001,524.4581250000001,11823.616940709431
103.0,223,648.6000000000001,64.86000000000001,378.99275675675585
27.0,204,354.09,35.409,112.95470999999968
1.0,1,15.58,1.558,0.21868144144144086
126.0,1533,1636.9,163.69000000000003,2413.911360360354
16.0,58,208.0,20.8,38.97657657657647
148.0,1882,3090.5599999999995,309.056,8605.010012252227
2.0,200,330.0,33.0,98.10810810810784
80.0,160,284.13,28.413,72.72960081081061
17.0,149,311.55,31.155,87.44450675675652
148.0,1668,3907.5,390.75,11823.616940709431
265.0,1635,2994.02,299.402,8075.816000360337
70.0,270,650.9400000000003,65.09400000000004,381.7323275675669
314.0,1079,2179.93,217.993,4281.166490900889
